Country,Category,Field,Year,Status,Score Percent
Ireland,Asylum,Law (sexual orientation),2023,Nationally or federally applied,0.015
Italy,Asylum,Law (sexual orientation),2023,Nationally or federally applied,0.015
Kosovo,Asylum,Law (sexual orientation),2023,Nationally or federally applied,0.015
Latvia,Asylum,Law (sexual orientation),2023,Nationally or federally applied,0.015
Liechtenstein,Asylum,Law (sexual orientation),2023,Nationally or federally applied,0.015
Lithuania,Asylum,Law (sexual orientation),2023,Not applied,0
Luxembourg,Asylum,Law (sexual orientation),2023,Nationally or federally applied,0.015
Malta,Asylum,Law (sexual orientation),2023,Nationally or federally applied,0.015
Moldova,Asylum,Law (sexual orientation),2023,Nationally or federally applied,0.015
Monaco,Asylum,Law (sexual orientation),2023,Not applied,0
Montenegro,Asylum,Law (sexual orientation),2023,Nationally or federally applied,0.015
Netherlands,Asylum,Law (sexual orientation),2023,Nationally or federally applied,0.015
North Macedonia,Asylum,Law (sexual orientation),2023,Nationally or federally applied,0.015
Norway,Asylum,Law (sexual orientation),2023,Nationally or federally applied,0.015
Poland,Asylum,Law (sexual orientation),2023,Nationally or federally applied,0.015
Portugal,Asylum,Law (sexual orientation),2023,Nationally or federally applied,0.015
Romania,Asylum,Law (sexual orientation),2023,Nationally or federally applied,0.015
Russia,Asylum,Law (sexual orientation),2023,Not applied,0
San Marino,Asylum,Law (sexual orientation),2023,Not applied,0
Serbia,Asylum,Law (sexual orientation),2023,Nationally or federally applied,0.015
Slovakia,Asylum,Law (sexual orientation),2023,Nationally or federally applied,0.015
Slovenia,Asylum,Law (sexual orientation),2023,Nationally or federally applied,0.015
Spain,Asylum,Law (sexual orientation),2023,Nationally or federally applied,0.015
Sweden,Asylum,Law (sexual orientation),2023,Nationally or federally applied,0.015
Switzerland,Asylum,Law (sexual orientation),2023,Not applied,0
Turkey,Asylum,Law (sexual orientation),2023,Not applied,0
Ukraine,Asylum,Law (sexual orientation),2023,Not applied,0
United Kingdom,Asylum,Law (sexual orientation),2023,Nationally or federally applied,0.015
Albania,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Not applied,0
Andorra,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Not applied,0
Armenia,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Not applied,0
Austria,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Nationally or federally applied,0.003
Azerbaijan,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Not applied,0
Belarus,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Not applied,0
Belgium,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Nationally or federally applied,0.003
Bosnia and Herzegovina,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Not applied,0
Bulgaria,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Not applied,0
Croatia,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Nationally or federally applied,0.003
Cyprus,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Not applied,0
Czech Republic,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Not applied,0
Denmark,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Not applied,0
Estonia,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Nationally or federally applied,0.003
Finland,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Not applied,0
France,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Not applied,0
Georgia,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Not applied,0
Germany,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Nationally or federally applied,0.003
Greece,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Nationally or federally applied,0.003
Hungary,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Not applied,0
Iceland,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Nationally or federally applied,0.003
Ireland,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Not applied,0
Italy,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Nationally or federally applied,0.003
Kosovo,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Not applied,0
Latvia,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Not applied,0
Liechtenstein,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Not applied,0
Lithuania,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Not applied,0
Luxembourg,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Nationally or federally applied,0.003
Malta,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Nationally or federally applied,0.003
Moldova,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Not applied,0
Monaco,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Not applied,0
Montenegro,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Nationally or federally applied,0.003
Netherlands,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Not applied,0
North Macedonia,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Not applied,0
Norway,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Nationally or federally applied,0.003
Poland,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Not applied,0
Portugal,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Nationally or federally applied,0.003
Romania,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Not applied,0
Russia,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Not applied,0
San Marino,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Not applied,0
Serbia,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Not applied,0
Slovakia,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Not applied,0
Slovenia,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Nationally or federally applied,0.003
Spain,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Nationally or federally applied,0.003
Sweden,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Not applied,0
Switzerland,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Nationally or federally applied,0.003
Turkey,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Not applied,0
Ukraine,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Not applied,0
United Kingdom,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2022,Not applied,0
Albania,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Not applied,0
Andorra,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Not applied,0
Armenia,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Not applied,0
Austria,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Nationally or federally applied,0.003
Azerbaijan,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Not applied,0
Belarus,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Not applied,0
Belgium,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Nationally or federally applied,0.003
Bosnia and Herzegovina,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Not applied,0
Bulgaria,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Not applied,0
Croatia,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Nationally or federally applied,0.003
Cyprus,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Not applied,0
Czech Republic,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Not applied,0
Denmark,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Not applied,0
Estonia,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Nationally or federally applied,0.003
Finland,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Not applied,0
France,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Not applied,0
Georgia,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Not applied,0
Germany,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Nationally or federally applied,0.003
Greece,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Nationally or federally applied,0.003
Hungary,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Not applied,0
Iceland,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Nationally or federally applied,0.003
Ireland,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Not applied,0
Italy,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Nationally or federally applied,0.003
Kosovo,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Not applied,0
Latvia,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Not applied,0
Liechtenstein,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Not applied,0
Lithuania,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Not applied,0
Luxembourg,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Nationally or federally applied,0.003
Malta,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Nationally or federally applied,0.003
Moldova,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Not applied,0
Monaco,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Not applied,0
Montenegro,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Nationally or federally applied,0.003
Netherlands,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Not applied,0
North Macedonia,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Not applied,0
Norway,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Nationally or federally applied,0.003
Poland,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Not applied,0
Portugal,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Nationally or federally applied,0.003
Romania,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Not applied,0
Russia,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Not applied,0
San Marino,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Not applied,0
Serbia,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Not applied,0
Slovakia,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Not applied,0
Slovenia,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Nationally or federally applied,0.003
Spain,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Nationally or federally applied,0.003
Sweden,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Not applied,0
Switzerland,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Nationally or federally applied,0.003
Turkey,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Not applied,0
Ukraine,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Not applied,0
United Kingdom,Legal Gender Recognition,Legal gender recognition procedures exist for minors,2023,Not applied,0
Albania,Family,Marriage equality,2022,Not applied,0
Andorra,Family,Marriage equality,2022,Not applied,0
Armenia,Family,Marriage equality,2022,Not applied,0
Austria,Family,Marriage equality,2022,Nationally or federally applied,0.0375
Azerbaijan,Family,Marriage equality,2022,Not applied,0
Belarus,Family,Marriage equality,2022,Not applied,0
Belgium,Family,Marriage equality,2022,Nationally or federally applied,0.0375
Bosnia and Herzegovina,Family,Marriage equality,2022,Not applied,0
Bulgaria,Family,Marriage equality,2022,Not applied,0
Croatia,Family,Marriage equality,2022,Not applied,0
Cyprus,Family,Marriage equality,2022,Not applied,0
Czech Republic,Family,Marriage equality,2022,Not applied,0
Denmark,Family,Marriage equality,2022,Nationally or federally applied,0.0375
Estonia,Family,Marriage equality,2022,Not applied,0
Finland,Family,Marriage equality,2022,Nationally or federally applied,0.0375
France,Family,Marriage equality,2022,Nationally or federally applied,0.0375
Georgia,Family,Marriage equality,2022,Not applied,0
Germany,Family,Marriage equality,2022,Nationally or federally applied,0.0375
Greece,Family,Marriage equality,2022,Not applied,0
